GeoType,NTAType,GeogName,GeoID,Borough,Pop_1E_TotalPop,MdHHIncE,MdEarningperWrkE,Hsp1E,Hsp1P-Hispanic,WtNHE,WtNHPWhite,BlNHE,BlNHP-Black,AIANNHE,AIANNHP-Am-Ind,AsnNHE,AsnNHP-Asian,NHPINHE,NHPINHP-NatHawaii-Pac-Is,OthNHE,OthNHP-Other,Rc2plNHE,Rc2plNHP-2more,EA_Pop25olderplE,EA_HScGrdE,EA_HScGrdP,EA_BchDHE,EA_BachandHigherDHP
NTA2020,0,Douglaston-Little Neck,QN1103,Queens,"26,547",99675,"54,879","2,636",9.9,"11,082",41.7,521,2,87,0.3,"11,704",44.1,0,,90,0.3,427,1.6,"20,639","3,712",18,"10,234",49.6
NTA2020,0,Oakland Gardens-Hollis Hills,QN1104,Queens,"27,411",92366,"50,936","4,733",17.3,"10,178",37.1,788,2.9,279,1,"10,800",39.4,0,,54,0.2,579,2.1,"19,668","4,050",20.6,"9,659",49.1
NTA2020,0,Jamaica,QN1201,Queens,"59,260",56631,"31,612","20,972",35.4,"2,583",4.4,"9,230",15.6,574,1,"20,897",35.3,26,0,"2,916",4.9,"2,062",3.5,"40,144","9,582",23.9,"9,867",24.6
NTA2020,0,South Jamaica,QN1202,Queens,"45,556",70440,"34,539","6,117",13.4,"1,044",2.3,"26,032",57.1,676,1.5,"7,118",15.6,0,,"3,276",7.2,"1,293",2.8,"29,827","10,256",34.4,"5,216",17.5
NTA2020,0,Baisley Park,QN1203,Queens,"44,511",72872,"37,873","6,027",13.5,565,1.3,"29,469",66.2,117,0.3,"3,301",7.4,0,,"2,949",6.6,"2,083",4.7,"30,433","10,801",35.5,"5,943",19.5
NTA2020,0,Springfield Gardens (North)-Rochdale Village,QN1204,Queens,"31,849",66093,"42,974","2,795",8.8,538,1.7,"26,834",84.3,131,0.4,437,1.4,0,,312,1,802,2.5,"22,393","6,517",29.1,"5,185",23.2
NTA2020,0,St. Albans,QN1205,Queens,"55,619",90933,"43,560","3,779",6.8,870,1.6,"45,865",82.5,284,0.5,"1,331",2.4,125,0.2,"1,467",2.6,"1,898",3.4,"39,632","12,833",32.4,"9,638",24.3
NTA2020,0,Hollis,QN1206,Queens,"23,229",77283,"39,815","3,002",12.9,526,2.3,"12,110",52.1,38,0.2,"5,234",22.5,0,,"1,375",5.9,944,4.1,"16,768","5,096",30.4,"4,348",25.9
NTA2020,0,Glen Oaks-Floral Park-New Hyde Park,QN1301,Queens,"25,349",99939,"54,459","2,280",9,"8,375",33,"1,220",4.8,173,0.7,"12,162",48,39,0.2,515,2,585,2.3,"19,707","3,910",19.8,"9,906",50.3
NTA2020,0,Bellerose,QN1302,Queens,"28,325",99346,"53,230","5,954",21,"5,651",20,"2,947",10.4,18,0.1,"12,413",43.8,0,,302,1.1,"1,040",3.7,"21,115","5,081",24.1,"8,578",40.6
NTA2020,0,Queens Village,QN1303,Queens,"59,042",89413,"40,561","12,650",21.4,"2,849",4.8,"23,902",40.5,120,0.2,"11,840",20.1,0,,"4,274",7.2,"3,407",5.8,"42,831","12,092",28.2,"11,604",27.1
NTA2020,0,Cambria Heights,QN1304,Queens,"21,653",109528,"47,377","1,264",5.8,603,2.8,"18,999",87.7,119,0.5,122,0.6,0,,134,0.6,412,1.9,"16,354","4,554",27.8,"5,517",33.7
NTA2020,0,Laurelton,QN1305,Queens,"28,918",103310,"46,316","1,912",6.6,313,1.1,"25,471",88.1,39,0.1,414,1.4,0,,398,1.4,371,1.3,"20,701","6,183",29.9,"6,282",30.3
NTA2020,0,Springfield Gardens (South)-Brookville,QN1306,Queens,"23,707",98907,"44,323","2,195",9.3,720,3,"19,453",82.1,30,0.1,445,1.9,0,,200,0.8,664,2.8,"16,156","5,567",34.5,"3,877",24
NTA2020,0,Rosedale,QN1307,Queens,"27,169",93560,"47,185","2,676",9.8,"1,634",6,"20,749",76.4,95,0.3,"1,185",4.4,0,,242,0.9,588,2.2,"19,517","5,187",26.6,"5,882",30.1
NTA2020,0,Far Rockaway-Bayswater,QN1401,Queens,"65,068",58077,"35,318","15,823",24.3,"17,495",26.9,"26,319",40.4,0,,"2,900",4.5,38,0.1,476,0.7,"2,017",3.1,"39,474","11,143",28.2,"10,931",27.7
NTA2020,0,Rockaway Beach-Arverne-Edgemere,QN1402,Queens,"44,546",53492,"39,382","12,752",28.6,"8,228",18.5,"19,729",44.3,39,0.1,"1,654",3.7,0,,"1,062",2.4,"1,082",2.4,"28,931","8,698",30.1,"7,662",26.5
NTA2020,0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,Queens,"26,170",95535,"60,918","3,077",11.8,"21,327",81.5,699,2.7,0,,754,2.9,0,,9,0,304,1.2,"19,197","4,285",22.3,"8,916",46.4
NTA2020,0,St. George-New Brighton,SI0101,Staten Island,"18,063",58015,"43,147","6,508",36,"5,227",28.9,"4,628",25.6,120,0.7,"1,154",6.4,0,,5,0,421,2.3,"13,000","3,259",25.1,"4,128",31.8
NTA2020,0,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,Staten Island,"16,355",52206,"32,390","5,058",30.9,"3,649",22.3,"6,191",37.9,6,0,994,6.1,0,,0,,457,2.8,"11,162","3,645",32.7,"2,997",26.9
NTA2020,0,Rosebank-Shore Acres-Park Hill,SI0103,Staten Island,"24,024",62792,"43,364","5,792",24.1,"8,357",34.8,"4,680",19.5,0,,"4,734",19.7,0,,75,0.3,386,1.6,"17,309","5,279",30.5,"4,962",28.7
NTA2020,0,West New Brighton-Silver Lake-Grymes Hill,SI0104,Staten Island,"35,577",97580,"49,763","7,406",20.8,"18,751",52.7,"6,081",17.1,9,0,"2,017",5.7,0,,52,0.1,"1,261",3.5,"24,544","6,138",25,"10,352",42.2
NTA2020,0,Westerleigh-Castleton Corners,SI0105,Staten Island,"31,941",112098,"54,919","5,394",16.9,"21,252",66.5,949,3,0,,"3,682",11.5,0,,55,0.2,609,1.9,"22,838","6,824",29.9,"8,158",35.7
NTA2020,0,Port Richmond,SI0106,Staten Island,"19,701",66046,"37,455","8,239",41.8,"4,018",20.4,"5,797",29.4,21,0.1,"1,122",5.7,0,,37,0.2,467,2.4,"12,475","4,346",34.8,"3,137",25.1
NTA2020,0,Mariner's Harbor-Arlington-Graniteville,SI0107,Staten Island,"33,869",74726,"42,909","12,727",37.6,"6,775",20,"9,148",27,35,0.1,"3,761",11.1,0,,126,0.4,"1,297",3.8,"22,287","7,341",32.9,"5,909",26.5
NTA2020,0,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,Staten Island,"37,485",76573,"44,833","5,243",14,"22,479",60,"2,401",6.4,94,0.3,"6,406",17.1,0,,39,0.1,823,2.2,"26,498","7,632",28.8,"8,221",31
NTA2020,0,New Dorp-Midland Beach,SI0202,Staten Island,"28,775",85436,"52,243","4,952",17.2,"17,719",61.6,"1,196",4.2,29,0.1,"4,095",14.2,0,,127,0.4,657,2.3,"19,753","6,308",31.9,"6,211",31.4
NTA2020,0,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,Staten Island,"32,814",95028,"52,975","3,004",9.2,"22,175",67.6,992,3,105,0.3,"5,653",17.2,0,,125,0.4,760,2.3,"22,500","6,430",28.6,"9,357",41.6
NTA2020,0,New Springville-Willowbrook-Bulls Head-Travis,SI0204,Staten Island,"43,695",93176,"47,822","7,168",16.4,"26,107",59.7,"1,324",3,52,0.1,"8,336",19.1,0,,14,0,694,1.6,"31,463","9,562",30.4,"11,012",35
NTA2020,0,Oakwood-Richmondtown,SI0301,Staten Island,"21,333",94998,"51,341","2,843",13.3,"15,743",73.8,194,0.9,0,,"1,715",8,0,,85,0.4,753,3.5,"15,574","5,841",37.5,"5,069",32.5
NTA2020,0,Great Kills-Eltingville,SI0302,Staten Island,"55,978",109878,"60,012","6,900",12.3,"45,070",80.5,539,1,44,0.1,"2,534",4.5,0,,157,0.3,734,1.3,"40,477","11,989",29.6,"16,224",40.1
NTA2020,0,Arden Heights-Rossville,SI0303,Staten Island,"31,650",100903,"54,426","4,659",14.7,"24,100",76.1,147,0.5,10,0,"1,976",6.2,0,,94,0.3,664,2.1,"22,141","6,474",29.2,"7,623",34.4
NTA2020,0,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,Staten Island,"44,207",106497,"62,932","2,930",6.6,"37,949",85.8,378,0.9,147,0.3,"2,374",5.4,0,,56,0.1,373,0.8,"30,233","8,895",29.4,"12,280",40.6
NTA2020,0,Tottenville-Charleston,SI0305,Staten Island,"16,919",110256,"60,076","1,907",11.3,"14,425",85.3,27,0.2,0,,512,3,0,,0,,48,0.3,"11,667","2,865",24.6,"4,309",36.9
NTA2020,5,Rikers Island,QN0151,Queens,"6,661",,"13,077","2,166",32.5,"1,066",16,"3,157",47.4,39,0.6,177,2.7,0,,18,0.3,38,0.6,"5,557","2,278",41,132,2.4
NTA2020,6,Brooklyn Navy Yard,BK0261,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,6,Fort Hamilton,BK1061,Brooklyn,"1,310",120248,"39,037",84,6.4,669,51.1,388,29.6,0,,86,6.6,25,1.9,0,,58,4.4,610,83,13.6,342,56.1
NTA2020,6,Hutchinson Metro Center,BX1161,Bronx,544,,"2,499",127,23.3,259,47.6,152,27.9,0,,6,1.1,0,,0,,0,,544,206,37.9,31,5.7
NTA2020,6,United Nations,MN0661,Manhattan,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,6,Sunnyside Yards (North),QN0161,Queens,35,174998,"2,499",9,25.7,0,,20,57.1,0,,4,11.4,0,,0,,2,5.7,22,0,,4,18.2
NTA2020,6,Sunnyside Yards (South),QN0261,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,6,Fort Totten,QN0761,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,6,Fort Wadsworth,SI9561,Staten Island,525,79525,"41,970",153,29.1,310,59,0,,0,,36,6.9,0,,5,1,21,4,321,73,22.7,134,41.7
NTA2020,7,The Evergreens Cemetery,BK0471,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,Highland Park-Cypress Hills Cemeteries (South),BK0571,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,Green-Wood Cemetery,BK0771,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,Holy Cross Cemetery,BK1771,Brooklyn,24,137498,"58,999",19,79.2,0,,5,20.8,0,,0,,0,,0,,0,,14,0,,14,100
NTA2020,7,Hart Island,BX1071,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,Woodlawn Cemetery,BX1271,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,St. Michael's Cemetery,QN0171,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,Calvary & Mount Zion Cemeteries,QN0271,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,Mount Olivet & All Faiths Cemeteries,QN0571,Queens,14,67498,"69,999",0,,14,100,0,,0,,0,,0,,0,,0,,14,0,,0,
NTA2020,7,Middle Village Cemetery,QN0572,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,St. John Cemetery,QN0573,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,Highland Park-Cypress Hills Cemeteries (North),QN0574,Queens,20,34998,"81,249",0,,12,60,0,,0,,8,40,0,,0,,0,,16,4,25,0,
NTA2020,7,Mount Hebron & Cedar Grove Cemeteries,QN0871,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,7,Montefiore Cemetery,QN1371,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,8,LaGuardia Airport,QN8081,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,8,John F. Kennedy International Airport,QN8381,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Lincoln Terrace Park,BK0891,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Dyker Beach Park,BK1091,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Calvert Vaux Park,BK1391,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Marine Park-Plumb Island,BK1891,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,McGuire Fields,BK1892,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Canarsie Park & Pier,BK1893,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Prospect Park,BK5591,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Barren Island-Floyd Bennett Field,BK5691,Brooklyn,20,116665,"91,666",4,20,16,80,0,,0,,0,,0,,0,,0,,20,0,,20,100
NTA2020,9,Jamaica Bay (West),BK5692,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Shirley Chisholm State Park,BK5693,Brooklyn,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,North & South Brother Islands,BX0291,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Crotona Park,BX0391,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Yankee Stadium-Macombs Dam Park,BX0491,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Claremont Park,BX0492,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Soundview Park,BX0991,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Ferry Point Park-St. Raymond Cemetery,BX1091,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Van Cortlandt Park,BX2691,Bronx,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Bronx Park,BX2791,Bronx,15,54998,"6,249",3,20,1,6.7,11,73.3,0,,0,,0,,0,,0,,13,0,,1,7.7
NTA2020,9,Pelham Bay Park,BX2891,Bronx,52,12916,"41,249",6,11.5,15,28.8,31,59.6,0,,0,,0,,0,,0,,31,9,29,15,48.4
NTA2020,9,The Battery-Governors Island-Ellis Island-Liberty Island,MN0191,Manhattan,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Randall's Island,MN1191,Manhattan,"1,845",,"14,436",504,27.3,256,13.9,"1,006",54.5,4,0.2,46,2.5,5,0.3,2,0.1,22,1.2,"1,684",740,43.9,42,2.5
NTA2020,9,Highbridge Park,MN1291,Manhattan,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Inwood Hill Park,MN1292,Manhattan,21,,"2,499",5,23.8,6,28.6,7,33.3,0,,3,14.3,0,,0,,0,,19,6,31.6,0,
NTA2020,9,Central Park,MN6491,Manhattan,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Astoria Park,QN0191,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Kissena Park,QN0791,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Cunningham Park,QN0891,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Spring Creek Park,QN1091,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Alley Pond Park,QN1191,Queens,94,,"5,832",19,20.2,63,67,4,4.3,0,,8,8.5,0,,0,,0,,54,0,,43,79.6
NTA2020,9,Rockaway Community Park,QN1491,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Flushing Meadows-Corona Park,QN8191,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Forest Park,QN8291,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Jamaica Bay (East),QN8491,Queens,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Jacob Riis Park-Fort Tilden-Breezy Point Tip,QN8492,Queens,13,54998,,0,,13,100,0,,0,,0,,0,,0,,0,,13,4,30.8,4,30.8
NTA2020,9,Snug Harbor,SI0191,Staten Island,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Freshkills Park (North),SI0291,Staten Island,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Freshkills Park (South),SI0391,Staten Island,23,73498,"49,499",0,,18,78.3,5,21.7,0,,0,,0,,0,,0,,23,4,17.4,19,82.6
NTA2020,9,Hoffman & Swinburne Islands,SI9591,Staten Island,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
NTA2020,9,Miller Field,SI9592,Staten Island,260,155404,"40,348",74,28.5,14,5.4,172,66.2,0,,0,,0,,0,,0,,124,0,,72,58.1
NTA2020,9,Great Kills Park,SI9593,Staten Island,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,0,
